,avg_price,availability_rate,total_revenue,n_of_diff_dates,minimum_stay_mode
47301351,933.5279805352798,0.9708029197080292,13840.0,411,5
31055581,373.16037735849056,0.4716981132075472,81175.0,424,2
16428654,2800.0,0.25471698113207547,884800.0,424,10
46550704,465.58415841584156,0.08168316831683169,171029.0,404,4
47077220,246.3679245283019,0.3136792452830189,71350.0,424,5
52365024,294.33962264150944,0.9575471698113207,6450.0,424,4
43499385,386.061320754717,0.4834905660377358,81620.0,424,2
610155932497817911,237.0306603773585,0.38443396226415094,47315.0,424,2
31122806,472.1698113207547,0.9551886792452831,8300.0,424,2
45894423,1580.0,0.9716981132075472,18960.0,424,10
40728859,600.0,0.9858490566037735,3600.0,424,4
22916493,365.70754716981133,0.16037735849056603,114370.0,424,2
628340205412932131,199.90267639902677,0.0,82160.0,411,2
53706823,265.5,0.714622641509434,38547.0,424,3
47112687,95.0,0.6485849056603774,14155.0,424,4
32520732,505.96107055961073,0.3236009732360097,140450.0,411,4
41981095,383.6556603773585,0.8867924528301887,23600.0,424,2
42362925,1775.3891509433963,0.8867924528301887,68952.0,424,1
702789021066587792,240.7311320754717,0.33490566037735847,56400.0,424,1
735257283376748431,900.0,0.9513381995133819,18000.0,411,3
52433968,473.5141509433962,0.9693396226415094,7900.0,424,7
22243318,480.0,0.5825471698113207,84960.0,424,3
53458717,381.22641509433964,0.41745283018867924,97040.0,424,4
53133732,485.27980535279806,0.9708029197080292,7857.0,411,4
9327293,680.0117924528302,0.7688679245283019,88600.0,424,3
731853350375474350,324.5985401459854,0.6472019464720195,49260.0,411,2
696383851452596240,776.183962264151,0.3113207547169811,212400.0,424,1
53049720,280.0,0.41037735849056606,70000.0,424,2
47031972,307.97169811320754,0.4858490566037736,68230.0,424,3
38470752,208.0188679245283,0.4363207547169811,60450.0,424,7
671715111652818720,1727.3584905660377,0.9858490566037735,10800.0,424,5
53797410,249.43552311435522,0.5985401459854015,44738.0,411,1
18735821,290.35377358490564,0.8490566037735849,22746.0,424,3
41658086,2070.492924528302,1.0,,424,5
46599487,1256.8396226415093,0.06839622641509434,495050.0,424,7
53656846,166.95754716981133,0.9882075471698113,1750.0,424,1
18506998,431.72169811320754,0.8726415094339622,28550.0,424,3
40885488,256.1556603773585,0.8985849056603774,17670.0,424,7
30318082,1200.0,0.9622641509433962,19200.0,424,7
41109678,369.45754716981133,0.8325471698113207,24850.0,424,4
53239575,937.6179245283018,0.9882075471698113,4050.0,424,6
26570136,640.4866180048662,0.9464720194647201,22500.0,411,2
54184369,287.7122641509434,0.9221698113207547,17850.0,424,2
30317021,460.75471698113205,0.964622641509434,7090.0,424,7
700581475456680268,715.9198113207547,0.8773584905660378,42300.0,424,3
46012033,274.0801886792453,0.5424528301886793,56530.0,424,3
673864548944219599,2147.877358490566,0.8891509433962265,97000.0,424,7
40968694,307.3820754716981,0.125,120750.0,424,1
31427838,281.7570754716981,0.30660377358490565,84205.0,424,2
54004838,221.3793103448276,0.9261083743842364,9280.0,406,1
52597718,510.8443396226415,0.9481132075471698,7228.0,424,2
46414876,1050.0,0.9740566037735849,11550.0,424,10
54401392,739.622641509434,0.4009433962264151,177800.0,424,5
52494654,300.0990099009901,0.5222772277227723,56940.0,404,3
50059423,362.02122641509436,0.11320754716981132,132927.0,424,2
27338096,432.7830188679245,0.12028301886792453,158000.0,424,5
52655055,240.16509433962264,0.9693396226415094,3900.0,424,3
718952546551607269,452.5943396226415,0.9740566037735849,5500.0,424,1
47291978,711.338199513382,0.4209245742092457,167630.0,411,10
24171739,415.1580188679245,0.7665094339622641,52651.0,424,3
40671123,827.3722627737226,0.26277372262773724,273400.0,411,3
39482705,480.0,0.9902676399026764,1920.0,411,4
38957661,473.938679245283,0.9033018867924528,31650.0,424,2
734666537202650139,643.8199513381995,0.7493917274939172,90590.0,411,2
37747080,560.0,0.24764150943396226,178640.0,424,4
53400271,500.0,0.9834905660377359,3500.0,424,5
726016347953488007,1500.0,0.9148418491484185,52500.0,411,2
41257314,115.01415094339623,0.9858490566037735,1864.0,424,1
31055188,243.83838383838383,0.7070707070707071,26600.0,396,6
29851074,302.12264150943395,0.24056603773584906,97750.0,424,2
46426676,1499.0,1.0,,424,7
42307031,3600.0,0.44525547445255476,820800.0,411,2
699888058698446107,1120.3066037735848,0.9127358490566038,40170.0,424,7
46543982,450.0,0.4386792452830189,107100.0,424,5
746436859865280928,793.0886075949367,0.3367088607594937,201340.0,395,2
47741162,516.125,1.0,,424,2
609309455048331797,113.60849056603773,0.8207547169811321,10217.0,424,1
51861410,543.2547169811321,0.4882075471698113,101850.0,424,3
53169136,317.0652173913044,0.748792270531401,45200.0,414,2
53674909,592.5,0.9570707070707071,9710.0,396,5
53214482,317.4292452830189,0.6462264150943396,50770.0,424,2
47096976,1565.0,0.5471698113207547,300480.0,424,3
726017872029452104,1300.0,0.22524752475247525,406900.0,404,8
53954112,600.0,0.5801886792452831,106800.0,424,1
31115702,290.16509433962267,0.8844339622641509,21700.0,424,5
52627650,177.5943396226415,0.8443396226415094,13290.0,424,1
54000563,811.3131313131313,0.9924242424242424,2430.0,396,1
726285598642878609,966.3207547169811,0.330188679245283,252520.0,424,2
22428369,994.6287128712871,0.3292079207920792,235580.0,404,7
52346232,558.9646226415094,0.7617924528301887,38943.0,424,2
50791003,88.05352798053528,1.0,,411,2
46371848,613.561320754717,1.0,,424,5
42709234,536.5495283018868,0.9528301886792453,9949.0,424,2
47264359,954.9878345498784,0.40632603406326034,253000.0,411,7
30951044,499.0,0.9716981132075472,5988.0,424,3
32139372,800.0,0.9740566037735849,8800.0,424,5
50743214,102.62971698113208,0.8938679245283019,4535.0,424,2
709274765517961247,1118.1603773584907,0.9575471698113207,24600.0,424,7
4679256,199.0,0.6739659367396593,26666.0,411,3
29986734,415.87264150943395,0.7216981132075472,48660.0,424,7
639626077681798500,80.04716981132076,0.6061320754716981,13360.0,424,1
22208899,1480.188679245283,0.9787735849056604,13500.0,424,7
31511990,439.97641509433964,0.6957547169811321,63900.0,424,1
40225576,1199.9575471698113,0.8183962264150944,100689.0,424,7
51866473,309.7759433962264,0.7358490566037735,49650.0,424,2
46550767,547.1816037735849,0.33490566037735847,136926.0,424,3
53697976,800.0,0.9823232323232324,5600.0,396,7
8838629,442.97297297297297,0.918918918918919,14600.0,370,6
23496753,179.92171717171718,0.0707070707070707,66240.0,396,3
611556315498200663,284.2433090024331,0.7420924574209246,31300.0,411,5
38723084,585.188679245283,0.8938679245283019,29480.0,424,3
54047391,3150.0,0.2895377128953771,919800.0,411,5
47234437,380.0,0.9949494949494949,760.0,396,5
53972542,200.0,0.6533018867924528,29400.0,424,1
31052131,1000.0,1.0,,424,10
552912581186899747,799.0566037735849,0.20047169811320756,245600.0,424,2
47935365,300.0,0.9732360097323601,3300.0,411,5
51023939,441.50943396226415,0.9787735849056604,4400.0,424,1
52530322,348.4433962264151,0.9292452830188679,9320.0,424,4
47000276,704.0094339622641,1.0,,424,3
20740151,1500.0,0.1192214111922141,543000.0,411,7
706628938108739065,710.1415094339623,1.0,,424,4
674451017818535244,423.1698113207547,0.8136792452830188,48444.0,424,4
41721914,1000.0,0.9858490566037735,6000.0,424,3
30117708,1200.0,0.9829683698296837,8400.0,411,7
46583889,522.1462264150944,0.9811320754716981,4280.0,424,7
53095970,700.0,0.9976415094339622,700.0,424,1
23390752,233.64754098360655,0.5409836065573771,42100.0,488,3
29365238,191.22877358490567,0.37264150943396224,31541.0,424,2
53122209,1159.0566037735848,0.8089622641509434,98300.0,424,5
27504754,1093.867924528302,0.8254716981132075,89000.0,424,5
30153564,388.2570754716981,0.47641509433962265,90379.0,424,1
31020529,1505.1079136690648,0.9280575539568345,64770.0,417,2
53113087,472.62773722627736,0.9367396593673966,15600.0,411,4
547281489077476284,384.3632075471698,0.9693396226415094,4928.0,424,3
53659639,985.2594339622641,1.0,,424,3
31443878,488.0188679245283,0.5094339622641509,91170.0,424,5
47996620,412.02830188679246,0.6933962264150944,52000.0,424,2
45602789,1700.0,0.9740566037735849,18700.0,424,7
53921179,806.4858490566038,0.20518867924528303,272250.0,424,1
51277440,505.5188679245283,0.9929245283018868,1050.0,424,2
38820471,890.0,0.9221698113207547,29370.0,424,7
53605382,559.3042452830189,0.8584905660377359,44316.0,424,3
46001198,1500.0,0.41745283018867924,370500.0,424,7
46414639,1080.0,0.9716981132075472,12960.0,424,10
47006355,772.9245742092457,0.1922141119221411,240980.0,411,2
30911045,264.9440389294404,0.30900243309002434,78275.0,411,3
47052046,2000.0,0.9764150943396226,20000.0,424,10
47078621,670.0,0.5495283018867925,127970.0,424,3
3263701,768.6792452830189,0.6485849056603774,145120.0,424,3
573697959708252294,130.0,0.6533018867924528,19110.0,424,2
17004598,757.311320754717,0.3584905660377358,208600.0,424,7
721860240680809645,398.938679245283,0.9551886792452831,9900.0,424,6
45351125,762.3820754716982,0.06839622641509434,301450.0,424,5
46624568,500.0,0.6533018867924528,73500.0,424,3
47819780,239.18632075471697,0.5235849056603774,43090.0,424,1
46036384,368.91745283018867,0.7900943396226415,37609.0,424,1
31950848,477.5943396226415,0.3561320754716981,125950.0,424,4
41686810,380.71462264150944,0.4363207547169811,93086.0,424,3
53444370,1500.0,1.0,,424,10
52798295,800.0,0.9858490566037735,4800.0,424,1
734567878821526204,300.65656565656565,0.36363636363636365,75600.0,396,2
46273848,450.3066037735849,0.9174528301886793,21900.0,424,2
53334329,1004.9528301886793,0.9834905660377359,7700.0,424,5
45328516,216.37214137214139,0.09355509355509356,97410.0,481,3
559902123122561436,312.5,0.9528301886792453,12500.0,424,1
54077587,500.0,0.9905660377358491,2000.0,424,4
47110244,503.25471698113205,0.6839622641509434,71200.0,424,2
31101162,323.6556603773585,0.8301886792452831,29230.0,424,4
53252171,650.0,1.0,,424,10
656283634467375980,4000.0,0.5346534653465347,752000.0,404,3
54235622,290.0943396226415,0.6202830188679245,48200.0,424,3
52262759,1438.8561320754718,0.9858490566037735,8700.0,424,4
53700102,910.6132075471698,0.9386792452830188,21500.0,424,10
15810353,401.21654501216545,0.2798053527980535,118800.0,411,3
552104897649888373,818.8207547169811,0.4834905660377358,173440.0,424,2
31928936,453.49056603773585,0.9150943396226415,20930.0,424,5
42335961,679.4811320754717,0.9622641509433962,11000.0,424,3
548260055990413186,734.9148418491484,1.0,,411,3
46098049,571.7924528301887,0.9009433962264151,23940.0,424,1
12916558,171.6509433962264,0.5518867924528302,36000.0,424,3
32546485,3100.0,0.5,657200.0,424,10
22335276,600.0,0.19103773584905662,205800.0,424,3
31882500,562.8066037735849,0.5141509433962265,115170.0,424,7
612245203931813020,432.26277372262774,0.8491484184914841,53070.0,411,2
667324814851452653,1024.7877358490566,0.9080188679245284,42000.0,424,3
40224344,714.2688679245283,0.7570754716981132,56450.0,424,2
721848006731550632,818.2783018867924,0.8160377358490566,99450.0,424,1
53233210,667.2169811320755,0.9716981132075472,11000.0,424,5
29296285,600.0,0.5400943396226415,117000.0,424,3
31259423,224.80896226415095,0.8844339622641509,17460.0,424,1
703588047014101689,429.6132075471698,0.7735849056603774,39000.0,424,1
29370604,159.55188679245282,0.2971698113207547,42641.0,424,7
10939638,237.5943396226415,0.6745283018867925,42510.0,424,5
39968806,368.5377358490566,0.7193396226415094,46410.0,424,5
52206073,2350.277777777778,0.9227053140096618,84515.0,414,3
30087400,332.3820754716981,0.9740566037735849,4410.0,424,1
53965140,831.1792452830189,0.7193396226415094,99500.0,424,1
37417268,100.0,0.9858490566037735,600.0,424,4
678242953903453952,705.8962264150944,0.9245283018867925,14000.0,424,2
49169919,932.7830188679245,0.09669811320754718,364750.0,424,3
10266012,118.98584905660377,0.43160377358490565,30280.0,424,1
674566887638611404,397.14622641509436,0.4033018867924528,83850.0,424,2
41861626,1000.0,0.44575471698113206,235000.0,424,7
53682994,563.2783018867924,0.9834905660377359,3755.0,424,3
46407747,2000.0,0.9811320754716981,16000.0,424,7
30494198,306.79245283018867,1.0,,424,2
52472131,449.0566037735849,1.0,,424,2
48378774,379.2688679245283,0.8537735849056604,29700.0,424,3
47260862,421.9322709163347,0.6374501992031872,66030.0,502,2
37143600,297.7122641509434,0.18867924528301888,92380.0,424,3
39989789,768.5643564356436,0.45544554455445546,158000.0,404,3
21601396,200.0,0.714622641509434,24200.0,424,2
676084901324164489,485.02358490566036,0.4481132075471698,117070.0,424,1
32034301,250.0,0.0,106000.0,424,3
53076658,355.9198113207547,0.839622641509434,25240.0,424,4
54005716,287.65330188679246,0.9268867924528302,9920.0,424,2
747127672964176132,1838.607594936709,0.23037974683544304,589800.0,395,3
695682678491300843,461.061320754717,0.4693396226415094,102870.0,424,6
49824103,318.6509433962264,0.3018867924528302,89141.0,424,3
39312923,525.8254716981132,0.6391509433962265,91750.0,424,4
694063005500099848,2000.0,1.0,,424,8
719569644077465274,637.247641509434,0.9433962264150944,13693.0,424,2
543584528464360785,491.80048661800487,0.9002433090024331,19850.0,411,2
688378117831503607,1460.0,0.9929245283018868,4380.0,424,1
52733626,272.7112676056338,0.035211267605633804,36975.0,142,7
15980018,313.39622641509436,0.19339622641509435,107060.0,424,4
700146583051236602,120.15330188679245,0.09198113207547169,46309.0,424,2
645112019862188003,192.43867924528303,0.3231132075471698,46155.0,424,2
47291547,984.0801886792453,0.9386792452830188,22250.0,424,10
41426085,1200.0,0.9834905660377359,8400.0,424,6
16675568,310.75471698113205,0.9575471698113207,5960.0,424,2
51177541,1022.1698113207547,0.9174528301886793,45730.0,424,3
47033568,251.89858490566039,0.1391509433962264,92395.0,424,5
42195352,243.83254716981133,0.9056603773584906,10700.0,424,2
9020559,463.561320754717,0.3915094339622642,100290.0,424,7
46220279,711.933962264151,0.9834905660377359,9800.0,424,5
594194720244556765,134.24528301886792,0.8443396226415094,9090.0,424,1
42239404,537.7128953771289,0.38929440389294406,138050.0,411,3
53899162,290.3301886792453,0.6108490566037735,51180.0,424,2
745783954679270918,510.6060606060606,0.9368686868686869,12500.0,396,3
54352601,615.6603773584906,0.4693396226415094,139940.0,424,4
566658674780462356,489.5990566037736,0.5235849056603774,100410.0,424,1
53272607,547.1698113207547,1.0,,424,7
45687710,286.29716981132077,0.910377358490566,15850.0,424,3
39048494,316.7396593673966,0.708029197080292,36690.0,411,3
32640607,419.82968369829683,0.9854014598540146,2100.0,411,2
613065686516416056,542.5165094339623,0.09669811320754718,182399.0,424,7
10982940,1414.8584905660377,0.41509433962264153,350500.0,424,5
47089668,350.0,0.4740566037735849,78050.0,424,7
53885820,1200.0,0.9976415094339622,1200.0,424,5
47468878,1289.5283018867924,0.9221698113207547,82380.0,424,4
38262480,653.6320754716982,0.8797169811320755,47740.0,424,2
29907812,334.875,0.5872641509433962,67214.0,424,3
39131762,705.4245283018868,0.49764150943396224,150000.0,424,3
41268010,899.5283018867924,0.08018867924528301,351000.0,424,7
30799021,1220.5188679245282,0.9693396226415094,15600.0,424,10
52905472,1000.0,1.0,,424,1
577493423574965942,341.3443396226415,1.0,,424,3
40989500,468.60849056603774,0.42924528301886794,112340.0,424,1
45843768,753.5377358490566,0.9764150943396226,11400.0,424,5
20555680,157.0990566037736,0.2617924528301887,34660.0,424,3
32223177,211.72169811320754,0.3113207547169811,49250.0,424,5
722556290324902184,1056.9575471698113,0.27358490566037735,379450.0,424,4
47844337,482.54716981132077,0.33962264150943394,85400.0,424,1
647955005125911664,373.8207547169811,0.9811320754716981,10000.0,424,4
53794321,437.33962264150944,0.33490566037735847,108940.0,424,1
27924599,403.06569343065695,0.948905109489051,9030.0,411,1
52619006,269.95283018867923,0.19339622641509435,70800.0,424,4
697604363858806860,492.0,0.9291139240506329,13776.0,395,7
22682127,496.7391304347826,0.3743961352657005,159150.0,414,1
46926474,212.57783018867926,0.7877358490566038,17012.0,424,3
31430342,507.9075425790754,0.9294403892944039,16000.0,411,2
50395648,850.9433962264151,0.45990566037735847,191800.0,424,6
30377528,256.9811320754717,0.9410377358490566,10380.0,424,2
39202645,519.3396226415094,0.3160377358490566,147400.0,424,4
15484946,938.5849056603773,0.7240566037735849,117000.0,424,8
38695314,543.938679245283,0.4080188679245283,122500.0,424,1
54323350,650.0,0.9805352798053528,5200.0,411,7
719616415420652079,587.6179245283018,0.5400943396226415,112500.0,424,3
47370539,829.7169811320755,0.29009433962264153,245800.0,424,1
693533283162241461,381.12028301886795,0.45047169811320753,74925.0,424,3
46792527,382.2877358490566,0.06839622641509434,152900.0,424,3
29739100,682.5471698113207,0.32547169811320753,191100.0,424,5
28102949,500.0,0.21782178217821782,158000.0,404,5
47377244,738.2075471698113,0.03773584905660377,293800.0,424,4
39499673,219.55445544554456,0.36633663366336633,56990.0,404,2
12359589,712.590799031477,0.5447941888619855,144700.0,413,3
53657864,1002.4292452830189,0.9834905660377359,9100.0,424,7
563679364512422950,332.37264150943395,0.10377358490566038,123690.0,424,2
723164126700176207,1654.4811320754718,0.4481132075471698,387800.0,424,2
53113023,1009.9056603773585,0.5283018867924528,199080.0,424,5
32606991,480.16509433962267,0.6415094339622641,73030.0,424,4
53395021,507.8066037735849,0.9787735849056604,5140.0,424,5
746302819456711882,1436.8354430379748,0.10886075949367088,528000.0,395,10
53280294,462.33576642335765,0.9391727493917275,15700.0,411,1
607093395651339162,140.68396226415095,0.5117924528301887,25699.0,424,2
45803876,583.4245283018868,0.8797169811320755,32975.0,424,2
52324280,500.0,0.3278301886792453,142500.0,424,1
46690986,1002.1179245283018,0.36792452830188677,268000.0,424,3
30900885,49.0,0.5801886792452831,8722.0,424,5
53686299,1456.060606060606,0.8737373737373737,61800.0,396,4
50567030,306.8856447688564,0.43795620437956206,74170.0,411,1
29844589,823.4669811320755,0.9764150943396226,8796.0,424,5
40486178,421.72169811320754,0.5094339622641509,88340.0,424,4
573122310094338767,503.60849056603774,0.7665094339622641,47680.0,424,2
705616984672526675,1927.122641509434,0.5330188679245284,330000.0,424,2
45910353,1580.0,0.9363207547169812,42660.0,424,10
748931423156857848,178.30050505050505,0.04292929292929293,67503.0,396,1
41959142,464.9056603773585,0.5990566037735849,83070.0,424,6
30122734,322.71232876712327,0.547945205479452,11248.0,73,1
41469346,1474.8175182481752,0.9172749391727494,100450.0,411,5
39789650,535.2075471698113,0.5117924528301887,104479.0,424,3
40794806,397.5707547169811,0.2358490566037736,125690.0,424,2
29649494,350.0,0.0,16450.0,47,4
52469454,675.4245283018868,0.5966981132075472,122510.0,424,3
53911823,1472.877358490566,0.2240566037735849,427700.0,424,5
53876392,1000.0,1.0,,411,1
42826973,397.4056603773585,0.21226415094339623,126500.0,424,2
630326155301078742,199.38679245283018,0.5471698113207547,36770.0,424,1
47440042,535.1415094339623,0.3938679245283019,131000.0,424,3
39744751,350.0,0.9363207547169812,9450.0,424,2
53957220,995.5188679245283,1.0,,424,3
45440803,411.7358490566038,0.19811320754716982,139660.0,424,3
707126351201016311,908.4905660377359,0.9150943396226415,32400.0,424,7
48344243,279.4059405940594,0.6113861386138614,44130.0,404,2
21695053,615.8349514563107,0.6310679611650486,29230.0,103,4
52593327,1887.5,1.0,,424,7
744922093220964412,400.0,0.10218978102189781,98400.0,274,1
708768335210938861,1200.0,0.9854014598540146,7200.0,411,1
51983017,553.4198113207547,0.8773584905660378,34350.0,424,2
746926066559603796,361.3636363636364,0.44191919191919193,79150.0,396,5
53723490,138.3254716981132,1.0,,424,6
724858423729371526,1153.0966981132076,0.9905660377358491,4800.0,424,2
39715668,225.8254716981132,0.47877358490566035,52510.0,424,5
40759616,3114.997641509434,1.0,,424,5
22782176,270.0,0.3113207547169811,78840.0,424,5
53986731,254.0566037735849,0.47877358490566035,47975.0,424,7
32137927,1800.0,0.28537735849056606,545400.0,424,12
30734478,320.9198113207547,0.7311320754716981,41100.0,424,3
54247300,593.2783018867924,0.9575471698113207,10950.0,424,3
53164553,330.4634433962264,0.3561320754716981,89280.5,424,1
40667623,793.0424528301887,0.15566037735849056,287500.0,424,5
727801444550767591,1832.603406326034,0.975669099756691,19000.0,411,5
53109238,692.4528301886793,0.12264150943396226,267600.0,424,1
30781434,500.0,0.9669811320754716,7000.0,424,1
41642387,267.5,0.125,106490.0,424,1
40077085,1382.5471698113208,0.9575471698113207,24000.0,424,2
29585722,700.0,0.8584905660377359,42000.0,424,5
39990143,129.8820754716981,0.7641509433962265,14370.0,424,1
53075699,450.0,0.9669811320754716,6300.0,424,7
559894916966869313,700.0,0.8608490566037735,41300.0,424,7
21892232,650.0,0.7476415094339622,69550.0,424,10
46633406,620.0,0.9716981132075472,7440.0,424,10
749348739677929615,1200.0,0.28607594936708863,338400.0,395,5
664548804294917336,654.6958637469586,1.0,,411,1
53673395,394.24528301886795,0.7452830188679245,41040.0,424,5
17570590,1057.7649402390439,0.09561752988047809,463546.0,502,5
46223024,245.1179245283019,0.41273584905660377,41530.0,424,3
45515726,497.86842105263156,0.17942583732057416,171994.0,418,2
585600486114295795,300.0,0.0047169811320754715,126600.0,424,1
576585323375697623,120.70754716981132,0.75,16200.0,424,1
46486203,550.0471698113207,0.9882075471698113,2750.0,424,7
47033043,278.8807785888078,0.17274939172749393,95680.0,411,5
724428366506928438,850.0,0.9811320754716981,6800.0,424,1
47027589,343.6320754716981,0.9292452830188679,17250.0,424,3
50266411,587.1698113207547,0.9033018867924528,35986.0,424,1
41026763,495.0,0.20437956204379562,161865.0,411,3
50132160,620.0,0.9433962264150944,14880.0,424,5
39701120,206.69811320754718,0.9976415094339622,180.0,424,1
686743101124580615,587.8537735849056,0.9316037735849056,28350.0,424,3
38452816,705.0,0.9787735849056604,6345.0,424,5
46598066,2450.353773584906,0.5047169811320755,549700.0,424,3
24515144,536.0377358490566,0.9764150943396226,5540.0,424,2
31616737,224.9056603773585,0.4410377358490566,53910.0,424,2
53936229,436.9339622641509,0.16745283018867924,155850.0,424,4
41457268,241.48584905660377,0.4386792452830189,57790.0,424,3
47133695,1257.5471698113208,0.5023584905660378,265400.0,424,7
41856907,464.5990566037736,0.839622641509434,46050.0,424,5
733922746078388877,2862.116788321168,0.9464720194647201,65200.0,411,5
618590759205763607,302.54716981132077,0.8254716981132075,32030.0,424,1
688460350770183206,1000.0,0.22169811320754718,330000.0,424,1
14119542,655.9715639810427,0.9146919431279621,24480.0,422,3
47293900,850.0,1.0,,424,1
41260111,1600.0,0.31785714285714284,305600.0,280,5
41064766,600.0,0.2028301886792453,202800.0,424,5
47354488,421.4720194647202,0.8564476885644768,31543.0,411,2
47252509,686.627358490566,0.9363207547169812,18620.0,424,7
51683537,562.8953771289538,0.2846715328467153,161700.0,411,7
53314692,814.1509433962265,0.8042452830188679,57640.0,424,1
53240726,2600.0,1.0,,424,7
723730363541361267,1127.2474747474748,0.17676767676767677,372130.0,396,7
41856056,296.4720194647202,0.8856447688564477,16500.0,411,5
557875998550429853,489.62264150943395,0.9858490566037735,3000.0,424,1
33385884,680.0,0.44575471698113206,159800.0,424,5
552771331403575384,588.9635036496351,0.4793187347931874,127544.0,411,4
53601110,402.3820754716981,0.4268867924528302,85700.0,424,4
46334353,786.9292452830189,0.7476415094339622,96113.0,424,5
36908385,467.62404092071614,0.16879795396419436,126496.0,391,3
557836705402909460,1110.049504950495,0.9678217821782178,20300.0,404,4
41261098,506.60377358490564,0.8514150943396226,31500.0,424,2
52254891,628.066037735849,0.9740566037735849,8050.0,424,3
41776405,3500.0,1.0,,424,10
47028318,299.0,0.36556603773584906,80431.0,424,2
29571409,305.83941605839414,0.9197080291970803,13290.0,411,2
30108884,521.7688679245283,0.39622641509433965,123380.0,424,8
15549803,846.5566037735849,0.22641509433962265,281070.0,424,3
34540951,412.0448113207547,0.6061320754716981,67912.0,424,1
32990586,635.5188679245283,0.2099056603773585,216950.0,424,3
674574208902012105,382.6179245283019,0.9127358490566038,19800.0,424,4
51890745,246.22641509433961,0.5094339622641509,63360.0,424,2
586329018183630741,990.566037735849,0.9622641509433962,16000.0,424,1
21688662,611.8811881188119,0.9381188118811881,17200.0,404,7
45822839,406.0141509433962,0.2169811320754717,131280.0,424,6
23443863,1300.0,0.964622641509434,19500.0,424,5
48243472,546.4292452830189,0.2429245283018868,137936.0,424,3
11239466,425.66037735849056,0.9457547169811321,12830.0,424,5
53722513,1000.0,0.33726415094339623,281000.0,424,10
41495759,1001.4403892944039,0.8588807785888077,60554.0,411,3
53477336,439.3867924528302,0.9410377358490566,12300.0,424,1
29927656,175.2240566037736,0.5943396226415094,30195.0,424,3
53938033,400.0,1.0,,424,15
46675618,546.6981132075472,0.8915094339622641,41050.0,424,3
47579191,285.6367924528302,0.02830188679245283,119190.0,424,1
52619435,293.6981132075472,0.5094339622641509,76360.0,424,2
41742885,1191.5094339622642,0.9339622641509434,33600.0,424,6
46567795,555.6367924528302,0.9764150943396226,5500.0,424,2
54102739,150.0,0.9905660377358491,600.0,424,1
42691811,206.66273584905662,0.7877358490566038,14311.0,424,3
46660836,652.8301886792453,0.9599056603773585,11050.0,424,30
41586617,387.4504950495049,0.801980198019802,32220.0,404,3
40666404,264.52830188679246,0.007075471698113208,111380.0,424,2
53775117,2300.0,1.0,,424,5
47809244,458.2877358490566,0.3113207547169811,121240.0,424,2
53078904,1800.0,0.9905660377358491,7200.0,424,1
732560547989591191,1415.3284671532847,0.5279805352798054,256200.0,411,7
53701222,450.0,0.6981132075471698,57600.0,424,1
53280090,631.0141509433962,0.25943396226415094,190750.0,424,3
44322713,238.20990566037736,0.2358490566037736,68221.0,424,2
673825002694927178,590.566037735849,0.8915094339622641,40150.0,424,3
40925947,900.0,0.4257907542579075,212400.0,411,3
46048941,295.625,0.3709016393442623,92320.0,488,2
562817330444987732,700.0,0.7193396226415094,83300.0,424,4
39123654,579.0094339622641,0.9811320754716981,6800.0,424,5
30697520,537.2524752475248,0.8613861386138614,25500.0,404,5
20133665,161.6509433962264,0.6957547169811321,22560.0,424,3
47387605,982.9683698296838,1.0,,411,10
46677384,387.7358490566038,0.1650943396226415,135860.0,424,7
703538637731385185,461.7688679245283,0.9528301886792453,13231.0,424,1
47088695,392.8066037735849,0.8490566037735849,21300.0,424,4
41261801,700.0,0.41849148418491483,167300.0,411,6
53441120,900.0,1.0,,396,8
52841443,699.8820754716982,0.9858490566037735,4200.0,424,4
48169521,339.97641509433964,0.6226415094339622,64950.0,424,7
31595639,400.0,0.5279805352798054,77600.0,411,2
21295667,572.7594339622641,0.28773584905660377,160720.0,424,3
31454750,479.58637469586375,0.9562043795620438,13600.0,411,4
42297688,610.9905660377359,0.7735849056603774,46470.0,424,2
39810809,834.6715328467153,0.6058394160583942,131400.0,411,10
16570256,309.5990566037736,0.36792452830188677,76670.0,424,6
52258145,203.47759433962264,0.0589622641509434,83608.5,424,3
46725966,366.34653465346537,0.11386138613861387,78400.0,404,5
40395028,1210.4716981132076,0.8962264150943396,59120.0,424,3
30711160,680.7785888077859,0.40145985401459855,172200.0,411,10
31148754,345.89622641509436,0.8089622641509434,28080.0,424,7
735280699552478760,845.9367396593674,0.6374695863746959,119200.0,411,3
22421606,341.52542372881356,0.7457627118644068,6997.0,59,2
21734892,548.372641509434,0.32075471698113206,158850.0,424,5
49527447,299.32783018867923,0.8278301886792453,31450.0,424,2
52968994,183.49056603773585,0.9740566037735849,1980.0,424,10
703678241822238330,335.0330188679245,1.0,,424,1
676769560370165887,1000.0,0.6690997566909975,136000.0,411,7
628897724940732017,817.9245283018868,0.28773584905660377,254380.0,424,3
39701557,304.7169811320755,1.0,,424,1
601592861131264636,491.9811320754717,0.9551886792452831,20100.0,424,2
12359560,800.2062350119904,0.8705035971223022,39629.0,417,3
574492757967063347,764.5320197044335,0.08620689655172414,283600.0,406,2
53611299,3000.0,1.0,,424,5
40999391,337.66509433962267,0.75,35180.0,424,4
721146719017782279,2500.0,0.7971698113207547,215000.0,424,3
47151739,600.0,0.04009433962264151,244200.0,424,3
